,tax_year,academic_year,YAG,sex,subject_name,provider_name,earnings_median,earnings_LQ,earnings_median,earnings_UQ
33829,2018/2019,2014/2015,3,Female + male,Total,The University of St Andrews,25900,19700,25900,32100
33830,2018/2019,2014/2015,3,Female + male,Total,The University of St Andrews,28800,21100,28800,40200
33831,2018/2019,2014/2015,3,Female + male,Total,The University of St Andrews,25600,20400,25600,40300
33832,2018/2019,2014/2015,3,Female + male,Total,The University of St Andrews,c,c,c,c
33833,2018/2019,2014/2015,3,Female + male,Total,The University of St Andrews,33600,24100,33600,44900
33834,2018/2019,2014/2015,3,Female + male,Total,The University of St Andrews,24500,17200,24500,32100
33835,2018/2019,2014/2015,3,Female + male,Total,The University of Stirling,c,c,c,c
33836,2018/2019,2014/2015,3,Female + male,Total,The University of Stirling,c,c,c,c
33837,2018/2019,2014/2015,3,Female + male,Total,The University of Stirling,c,c,c,c
33838,2018/2019,2014/2015,3,Female + male,Total,The University of Stirling,33600,27400,33600,43400
33839,2018/2019,2014/2015,3,Female + male,Total,The University of Stirling,,,,
33840,2018/2019,2014/2015,3,Female + male,Total,The University of Stirling,c,c,c,c
33841,2018/2019,2014/2015,3,Female + male,Total,The University of Stirling,28500,19300,28500,31800
33842,2018/2019,2014/2015,3,Female + male,Total,The University of Stirling,c,c,c,c
33843,2018/2019,2014/2015,3,Female + male,Total,The University of Stirling,25200,19000,25200,29900
33844,2018/2019,2014/2015,3,Female + male,Total,The University of Stirling,27200,23000,27200,29200
33845,2018/2019,2014/2015,3,Female + male,Total,The University of Stirling,23400,17200,23400,26600
33846,2018/2019,2014/2015,3,Female + male,Total,The University of Stirling,,,,
33847,2018/2019,2014/2015,3,Female + male,Total,The University of Stirling,c,c,c,c
33848,2018/2019,2014/2015,3,Female + male,Total,The University of Stirling,c,c,c,c
33849,2018/2019,2014/2015,3,Female + male,Total,The University of Stirling,25200,17200,25200,31400
33850,2018/2019,2014/2015,3,Female + male,Total,The University of Strathclyde,c,c,c,c
33851,2018/2019,2014/2015,3,Female + male,Total,The University of Strathclyde,33000,25600,33000,36800
33852,2018/2019,2014/2015,3,Female + male,Total,The University of Strathclyde,29000,24700,29000,32900
33853,2018/2019,2014/2015,3,Female + male,Total,The University of Strathclyde,30500,26300,30500,38700
33854,2018/2019,2014/2015,3,Female + male,Total,The University of Strathclyde,c,c,c,c
33855,2018/2019,2014/2015,3,Female + male,Total,The University of Strathclyde,30300,24600,30300,39300
33856,2018/2019,2014/2015,3,Female + male,Total,The University of Strathclyde,28100,24800,28100,34700
33857,2018/2019,2014/2015,3,Female + male,Total,The University of Strathclyde,27000,21200,27000,31000
33858,2018/2019,2014/2015,3,Female + male,Total,The University of Strathclyde,27000,22300,27000,32100
33859,2018/2019,2014/2015,3,Female + male,Total,The University of Strathclyde,36900,24800,36900,39900
33860,2018/2019,2014/2015,3,Female + male,Total,The University of Strathclyde,31000,25900,31000,34700
33861,2018/2019,2014/2015,3,Female + male,Total,The University of Strathclyde,c,c,c,c
33862,2018/2019,2014/2015,3,Female + male,Total,The University of Strathclyde,36100,25600,36100,39800
33863,2018/2019,2014/2015,3,Female + male,Total,The University of Strathclyde,c,c,c,c
33864,2018/2019,2014/2015,3,Female + male,Total,The University of Sunderland,,,,
33865,2018/2019,2014/2015,3,Female + male,Total,The University of Sunderland,20100,16400,20100,25300
33866,2018/2019,2014/2015,3,Female + male,Total,The University of Sunderland,24800,20700,24800,31800
33867,2018/2019,2014/2015,3,Female + male,Total,The University of Sunderland,27700,19000,27700,30300
33868,2018/2019,2014/2015,3,Female + male,Total,The University of Sunderland,,,,
33869,2018/2019,2014/2015,3,Female + male,Total,The University of Sunderland,20400,15700,20400,25600
33870,2018/2019,2014/2015,3,Female + male,Total,The University of Sunderland,19900,15900,19900,24500
33871,2018/2019,2014/2015,3,Female + male,Total,The University of Sunderland,c,c,c,c
33872,2018/2019,2014/2015,3,Female + male,Total,The University of Sunderland,17900,16100,17900,22600
33873,2018/2019,2014/2015,3,Female + male,Total,The University of Sunderland,23700,21900,23700,31400
33874,2018/2019,2014/2015,3,Female + male,Total,The University of Sunderland,c,c,c,c
33875,2018/2019,2014/2015,3,Female + male,Total,The University of Sunderland,c,c,c,c
33876,2018/2019,2014/2015,3,Female + male,Total,The University of Sunderland,22300,17900,22300,25200
33877,2018/2019,2014/2015,3,Female + male,Total,The University of Sunderland,19300,16100,19300,24100
33878,2018/2019,2014/2015,3,Female + male,Total,The University of Surrey,c,c,c,c
33879,2018/2019,2014/2015,3,Female + male,Total,The University of Surrey,27400,23700,27400,33600
33880,2018/2019,2014/2015,3,Female + male,Total,The University of Surrey,32100,25200,32100,39400
33881,2018/2019,2014/2015,3,Female + male,Total,The University of Surrey,30700,23700,30700,38000
33882,2018/2019,2014/2015,3,Female + male,Total,The University of Surrey,,,,
33883,2018/2019,2014/2015,3,Female + male,Total,The University of Surrey,c,c,c,c
33884,2018/2019,2014/2015,3,Female + male,Total,The University of Surrey,23700,17500,23700,35400
33885,2018/2019,2014/2015,3,Female + male,Total,The University of Surrey,c,c,c,c
33886,2018/2019,2014/2015,3,Female + male,Total,The University of Surrey,c,c,c,c
33887,2018/2019,2014/2015,3,Female + male,Total,The University of Surrey,28100,22300,28100,35800
33888,2018/2019,2014/2015,3,Female + male,Total,The University of Surrey,26600,21200,26600,34700
33889,2018/2019,2014/2015,3,Female + male,Total,The University of Surrey,c,c,c,c
33890,2018/2019,2014/2015,3,Female + male,Total,The University of Surrey,25200,19700,25200,29600
33891,2018/2019,2014/2015,3,Female + male,Total,The University of Surrey,25400,18200,25400,32500
33892,2018/2019,2014/2015,3,Female + male,Total,The University of Surrey,28500,21200,28500,34700
33893,2018/2019,2014/2015,3,Female + male,Total,The University of Sussex,c,c,c,c
33894,2018/2019,2014/2015,3,Female + male,Total,The University of Sussex,23000,18600,23000,25200
33895,2018/2019,2014/2015,3,Female + male,Total,The University of Sussex,28500,21900,28500,36100
33896,2018/2019,2014/2015,3,Female + male,Total,The University of Sussex,28100,23400,28100,35000
33897,2018/2019,2014/2015,3,Female + male,Total,The University of Sussex,,,,
33898,2018/2019,2014/2015,3,Female + male,Total,The University of Sussex,,,,
33899,2018/2019,2014/2015,3,Female + male,Total,The University of Sussex,30500,20600,30500,45500
33900,2018/2019,2014/2015,3,Female + male,Total,The University of Sussex,c,c,c,c
33901,2018/2019,2014/2015,3,Female + male,Total,The University of Sussex,c,c,c,c
33902,2018/2019,2014/2015,3,Female + male,Total,The University of Sussex,24500,18600,24500,30700
33903,2018/2019,2014/2015,3,Female + male,Total,The University of Sussex,24800,16100,24800,35400
33904,2018/2019,2014/2015,3,Female + male,Total,The University of Sussex,c,c,c,c
33905,2018/2019,2014/2015,3,Female + male,Total,The University of Sussex,24100,17400,24100,34600
33906,2018/2019,2014/2015,3,Female + male,Total,The University of Sussex,c,c,c,c
33907,2018/2019,2014/2015,3,Female + male,Total,The University of the West of Scotland,c,c,c,c
33908,2018/2019,2014/2015,3,Female + male,Total,The University of the West of Scotland,c,c,c,c
33909,2018/2019,2014/2015,3,Female + male,Total,The University of the West of Scotland,c,c,c,c
33910,2018/2019,2014/2015,3,Female + male,Total,The University of the West of Scotland,38500,28000,38500,46100
33911,2018/2019,2014/2015,3,Female + male,Total,The University of the West of Scotland,,,,
33912,2018/2019,2014/2015,3,Female + male,Total,The University of the West of Scotland,28500,16100,28500,31400
33913,2018/2019,2014/2015,3,Female + male,Total,The University of the West of Scotland,23500,18800,23500,31000
33914,2018/2019,2014/2015,3,Female + male,Total,The University of the West of Scotland,c,c,c,c
33915,2018/2019,2014/2015,3,Female + male,Total,The University of the West of Scotland,21900,16800,21900,27000
33916,2018/2019,2014/2015,3,Female + male,Total,The University of the West of Scotland,27900,22800,27900,43200
33917,2018/2019,2014/2015,3,Female + male,Total,The University of the West of Scotland,27400,24800,27400,31000
33918,2018/2019,2014/2015,3,Female + male,Total,The University of the West of Scotland,c,c,c,c
33919,2018/2019,2014/2015,3,Female + male,Total,The University of the West of Scotland,c,c,c,c
33920,2018/2019,2014/2015,3,Female + male,Total,The University of the West of Scotland,c,c,c,c
33921,2018/2019,2014/2015,3,Female + male,Total,The University of Warwick,c,c,c,c
33922,2018/2019,2014/2015,3,Female + male,Total,The University of Warwick,30300,23200,30300,40900
33923,2018/2019,2014/2015,3,Female + male,Total,The University of Warwick,32500,25600,32500,43400
33924,2018/2019,2014/2015,3,Female + male,Total,The University of Warwick,36100,27700,36100,48700
33925,2018/2019,2014/2015,3,Female + male,Total,The University of Warwick,,,,
33926,2018/2019,2014/2015,3,Female + male,Total,The University of Warwick,c,c,c,c
33927,2018/2019,2014/2015,3,Female + male,Total,The University of Warwick,32300,25200,32300,40900
33928,2018/2019,2014/2015,3,Female + male,Total,The University of Warwick,c,c,c,c
33929,2018/2019,2014/2015,3,Female + male,Total,The University of Warwick,34700,27700,34700,36600
33930,2018/2019,2014/2015,3,Female + male,Total,The University of Warwick,32800,25900,32800,43400
33931,2018/2019,2014/2015,3,Female + male,Total,The University of Warwick,32500,23000,32500,43800
33932,2018/2019,2014/2015,3,Female + male,Total,The University of Warwick,25200,20400,25200,39400
33933,2018/2019,2014/2015,3,Female + male,Total,The University of Warwick,27400,20300,27400,38800
33934,2018/2019,2014/2015,3,Female + male,Total,The University of Warwick,30700,23400,30700,39800
33935,2018/2019,2014/2015,3,Female + male,Total,The University of West London,c,c,c,c
33936,2018/2019,2014/2015,3,Female + male,Total,The University of West London,23200,16700,23200,27000
33937,2018/2019,2014/2015,3,Female + male,Total,The University of West London,22600,15000,22600,28500
33938,2018/2019,2014/2015,3,Female + male,Total,The University of West London,23400,16100,23400,29900
33939,2018/2019,2014/2015,3,Female + male,Total,The University of West London,,,,
33940,2018/2019,2014/2015,3,Female + male,Total,The University of West London,c,c,c,c
33941,2018/2019,2014/2015,3,Female + male,Total,The University of West London,c,c,c,c
33942,2018/2019,2014/2015,3,Female + male,Total,The University of West London,c,c,c,c
33943,2018/2019,2014/2015,3,Female + male,Total,The University of West London,c,c,c,c
33944,2018/2019,2014/2015,3,Female + male,Total,The University of West London,26600,19700,26600,33900
33945,2018/2019,2014/2015,3,Female + male,Total,The University of West London,22300,13900,22300,25600
33946,2018/2019,2014/2015,3,Female + male,Total,The University of West London,19000,14900,19000,25700
33947,2018/2019,2014/2015,3,Female + male,Total,The University of West London,17200,11300,17200,23700
33948,2018/2019,2014/2015,3,Female + male,Total,The University of West London,16400,13100,16400,19700
33949,2018/2019,2014/2015,3,Female + male,Total,The University of Westminster,c,c,c,c
33950,2018/2019,2014/2015,3,Female + male,Total,The University of Westminster,23900,19700,23900,27700
33951,2018/2019,2014/2015,3,Female + male,Total,The University of Westminster,24500,18500,24500,33300
33952,2018/2019,2014/2015,3,Female + male,Total,The University of Westminster,25200,19300,25200,31400
33953,2018/2019,2014/2015,3,Female + male,Total,The University of Westminster,,,,
33954,2018/2019,2014/2015,3,Female + male,Total,The University of Westminster,c,c,c,c
33955,2018/2019,2014/2015,3,Female + male,Total,The University of Westminster,23700,17200,23700,28100
33956,2018/2019,2014/2015,3,Female + male,Total,The University of Westminster,c,c,c,c
33957,2018/2019,2014/2015,3,Female + male,Total,The University of Westminster,c,c,c,c
33958,2018/2019,2014/2015,3,Female + male,Total,The University of Westminster,24800,19000,24800,31400
33959,2018/2019,2014/2015,3,Female + male,Total,The University of Westminster,24000,16800,24000,30300
33960,2018/2019,2014/2015,3,Female + male,Total,The University of Westminster,c,c,c,c
33961,2018/2019,2014/2015,3,Female + male,Total,The University of Westminster,23200,13100,23200,31400
33962,2018/2019,2014/2015,3,Female + male,Total,The University of Westminster,20100,16800,20100,31400
33963,2018/2019,2014/2015,3,Female + male,Total,The University of Winchester,,,,
33964,2018/2019,2014/2015,3,Female + male,Total,The University of Winchester,21500,15000,21500,25900
33965,2018/2019,2014/2015,3,Female + male,Total,The University of Winchester,22300,16100,22300,26600
33966,2018/2019,2014/2015,3,Female + male,Total,The University of Winchester,26600,22000,26600,31400
33967,2018/2019,2014/2015,3,Female + male,Total,The University of Winchester,,,,
33968,2018/2019,2014/2015,3,Female + male,Total,The University of Winchester,c,c,c,c
33969,2018/2019,2014/2015,3,Female + male,Total,The University of Winchester,21500,16400,21500,27000
33970,2018/2019,2014/2015,3,Female + male,Total,The University of Winchester,c,c,c,c
33971,2018/2019,2014/2015,3,Female + male,Total,The University of Winchester,c,c,c,c
33972,2018/2019,2014/2015,3,Female + male,Total,The University of Winchester,23400,18200,23400,26600
33973,2018/2019,2014/2015,3,Female + male,Total,The University of Winchester,20400,16700,20400,25200
33974,2018/2019,2014/2015,3,Female + male,Total,The University of Winchester,c,c,c,c
33975,2018/2019,2014/2015,3,Female + male,Total,The University of Winchester,24100,19700,24100,25900
33976,2018/2019,2014/2015,3,Female + male,Total,The University of Winchester,23700,16900,23700,25900
33977,2018/2019,2014/2015,3,Female + male,Total,The University of Wolverhampton,c,c,c,c
33978,2018/2019,2014/2015,3,Female + male,Total,The University of Wolverhampton,20100,15700,20100,27000
33979,2018/2019,2014/2015,3,Female + male,Total,The University of Wolverhampton,22600,19000,22600,26600
33980,2018/2019,2014/2015,3,Female + male,Total,The University of Wolverhampton,27700,19700,27700,33900
33981,2018/2019,2014/2015,3,Female + male,Total,The University of Wolverhampton,,,,
33982,2018/2019,2014/2015,3,Female + male,Total,The University of Wolverhampton,15900,11600,15900,20000
33983,2018/2019,2014/2015,3,Female + male,Total,The University of Wolverhampton,20600,18200,20600,24100
33984,2018/2019,2014/2015,3,Female + male,Total,The University of Wolverhampton,c,c,c,c
33985,2018/2019,2014/2015,3,Female + male,Total,The University of Wolverhampton,16100,10400,16100,21900
33986,2018/2019,2014/2015,3,Female + male,Total,The University of Wolverhampton,23700,17200,23700,29200
33987,2018/2019,2014/2015,3,Female + male,Total,The University of Wolverhampton,20800,15700,20800,25000
33988,2018/2019,2014/2015,3,Female + male,Total,The University of Wolverhampton,c,c,c,c
33989,2018/2019,2014/2015,3,Female + male,Total,The University of Wolverhampton,21500,16100,21500,27000
